ARK;"Object name/Title";Author;Date;"Inventory number";Collection;"Geographic references / Places";Location;MNR
cl010001158;"papyrus documentaire";;"-332 / -30  (époque ptolémaïque)";"N 2333";"Département des Antiquités égyptiennes";;"non exposé";
cl010001159;"papyrus documentaire";;-156;"N 2334";"Département des Antiquités égyptiennes";;"non exposé";
cl010001160;"papyrus documentaire";;-157;"N 2335; Drovetti n°2 (15)";"Département des Antiquités égyptiennes";;"non exposé";
cl010001162;"papyrus documentaire";;-127;"N 2337; Salt n°97";"Département des Antiquités égyptiennes";;"non exposé";
cl010001163;"papyrus documentaire";;-119;"N 2338; Salt n°102";"Département des Antiquités égyptiennes";;"non exposé";
cl010001164;"papyrus documentaire";;-241;"N 2338 BIS; Salt n°108";"Département des Antiquités égyptiennes";;"non exposé";
cl010001165;"papyrus documentaire";;"395 / 641 (?)  (époque byzantine [?])";"E 6731";"Département des Antiquités égyptiennes";;"non exposé";
cl010001166;"papyrus documentaire";;"-1045 / -992  (Menkheperrê)";"E 25359";"Département des Antiquités égyptiennes";;"non exposé";
cl010001167;"papyrus documentaire";;"-1069 / -945  (XXIe dynastie)";"E 25363";"Département des Antiquités égyptiennes";;"non exposé";
cl010001168;"papyrus documentaire";;"-2500 / -2350  (Ve dynastie)";"E 25416 A 1";"Département des Antiquités égyptiennes";;Louvre-Lens;
cl010001169;"papyrus documentaire";;"-2500 / -2350  (Ve dynastie)";"E 25416 A 3";"Département des Antiquités égyptiennes";;"non exposé";
cl010001170;"papyrus documentaire";;"-2500 / -2350  (Ve dynastie)";"E 25280";"Département des Antiquités égyptiennes";;"non exposé";
cl010001171;"papyrus documentaire";;"-2500 / -2350  (Ve dynastie)";"E 25279";"Département des Antiquités égyptiennes";;"non exposé";
cl010001172;"papyrus littéraire";;"-1069 / -664  (Troisième Période intermédiaire)";"E 25352";"Département des Antiquités égyptiennes";;"non exposé";
cl010001173;"papyrus littéraire ; papyrus documentaire";;"-1069 / -332  (Troisième Période intermédiaire ; Basse Époque)";"E 25351";"Département des Antiquités égyptiennes";;"non exposé";
cl010001174;"papyrus documentaire";;"-2500 / -2350  (Ve dynastie)";"E 25416 C";"Département des Antiquités égyptiennes";;"non exposé";
cl010001175;"papyrus documentaire";;"-2411 / -2380  (Djedkarê Isési)";"E 25416 A 4";"Département des Antiquités égyptiennes";;"non exposé";
cl010001176;"papyrus documentaire";;"-2500 / -2350  (Ve dynastie)";"E 25416 A 2";"Département des Antiquités égyptiennes";;"non exposé";
cl010001177;fusaïole;;"395 / 641  (époque byzantine)";"AF 9421";"Département des Antiquités égyptiennes";;"non exposé";
cl010001184;fuseau;;"395 / 641  (époque byzantine)";"AF 1352";"Département des Antiquités égyptiennes";;"non exposé";
cl010001191;"peigne double ; tissu ; fil";;"395 / 641  (époque byzantine)";"E 21158 BIS; MG 3659 Bis";"Département des Antiquités égyptiennes";;"non exposé";
cl010001192;"peigne double";;"395 / 641  (époque byzantine)";"E 21159 BIS; MG 3660";"Département des Antiquités égyptiennes";;"non exposé";
cl010001193;"peigne double";;"395 / 641  (époque byzantine)";"E 21162 BIS; MG 3663";"Département des Antiquités égyptiennes";;"non exposé";
cl010001194;"relief mural";;"395 / 641  (époque byzantine)";"AF 10033";"Département des Antiquités égyptiennes";;"non exposé";
cl010001205;papyrus;;;"E 7131 A";"Département des Antiquités égyptiennes";;"non exposé";
cl010001206;papyrus;;;"E 7131 B";"Département des Antiquités égyptiennes";;"non exposé";
cl010001210;papyrus;;;"E 7131";"Département des Antiquités égyptiennes";;"non exposé";
cl010001237;papyrus;;"395 / 641 (?)  (époque byzantine [?])";"E 7077";"Département des Antiquités égyptiennes";;"non exposé";
cl010001242;papyrus;;"395 / 641 (?)  (époque byzantine [?])";"E 7053 R";"Département des Antiquités égyptiennes";;"non exposé";
cl010001247;"papyrus documentaire";;"600 / 699  (époque byzantine ; époque islamique)";"E 7007 B; E 7004 ERR";"Département des Antiquités égyptiennes";;"non exposé";
cl010001248;"frise ; décor architectural";;"395 / 641  (époque byzantine)";"AF 9271";"Département des Antiquités égyptiennes";;"non exposé";
cl010001250;"peigne double";;"700 / 799  (époque islamique)";"E 13504 1; X 5523";"Département des Antiquités égyptiennes";;"non exposé";
cl010001251;"peigne double";;"395 / 641  (époque byzantine)";"E 13504 2; X 5367";"Département des Antiquités égyptiennes";;"non exposé";
cl010001252;"peigne double";;"395 / 641  (époque byzantine)";"E 13504 3; X 5180";"Département des Antiquités égyptiennes";;"non exposé";
cl010001253;"peigne double";;"500 / 750  (époque byzantine ; Califat rashidun ; Omeyyades)";"E 13504 4; X 5366";"Département des Antiquités égyptiennes";;"non exposé";
cl010001254;"peigne double";;"395 / 641  (époque byzantine)";"E 13504 5";"Département des Antiquités égyptiennes";;"non exposé";
cl010001255;frise;;"500 / 699  (époque byzantine ; début époque islamique)";"AF 5169; X 3649";"Département des Antiquités égyptiennes";;"non exposé";
cl010001256;"instrument d'éclairage";;"395 / 641  (époque byzantine)";"E 11924; X 5222";"Département des Antiquités égyptiennes";;"non exposé";
cl010001257;lampe;;"395 / 641  (époque byzantine)";"E 11793";"Département des Antiquités égyptiennes";;"non exposé";
cl010001258;"papyrus documentaire";;"-199 / -100  (époque ptolémaïque)";"N 2339";"Département des Antiquités égyptiennes";;"non exposé";
cl010001259;"papyrus documentaire";;"200 / 299  (époque romaine)";"N 2340; Salt n°106";"Département des Antiquités égyptiennes";;"non exposé";
cl010001260;"papyrus documentaire";;"100 / 199  (époque romaine)";"N 2341; Salt n°203";"Département des Antiquités égyptiennes";;"non exposé";
cl010001261;"papyrus magique";;137;"N 2342; Salt n°104";"Département des Antiquités égyptiennes";;"non exposé";
cl010001262;"papyrus magique";;"138 / 161  (Antonin le Pieux)";"N 2342 BIS; Salt n°105";"Département des Antiquités égyptiennes";;"non exposé";
cl010001265;"papyrus documentaire";;-164;"N 2347";"Département des Antiquités égyptiennes";;"non exposé";
cl010001266;"papyrus documentaire";;-162;"N 2349; Drovetti n°2 (13)";"Département des Antiquités égyptiennes";;"non exposé";
cl010001267;"papyrus documentaire";;"-162 / -161  (Ptolémée VI Philométor)";"N 2350";"Département des Antiquités égyptiennes";;"non exposé";
cl010001268;"papyrus documentaire";;"-162 / -161  (époque ptolémaïque)";"N 2351; Drovetti n°1 (17)";"Département des Antiquités égyptiennes";;"non exposé";
cl010001269;"papyrus documentaire";;"-161 / -160  (Ptolémée VI Philométor)";"N 2352";"Département des Antiquités égyptiennes";;"non exposé";
cl010001270;"papyrus documentaire";;-161;"N 2353";"Département des Antiquités égyptiennes";;"non exposé";
cl010001271;"papyrus documentaire";;-162;"N 2354";"Département des Antiquités égyptiennes";;"non exposé";
cl010001272;"papyrus documentaire";;-161;"N 2355";"Département des Antiquités égyptiennes";;"non exposé";
cl010001274;"papyrus documentaire";;"-199 / -100  (époque ptolémaïque)";"N 2357; Salt n°102";"Département des Antiquités égyptiennes";;"non exposé";
cl010001275;"papyrus documentaire";;-163;"N 2358";"Département des Antiquités égyptiennes";;"non exposé";
cl010001276;"étiquette de momie en palette";;"100 / 299  (époque romaine)";"E 9595";"Département des Antiquités égyptiennes";;"non exposé";
cl010001277;"étiquette de momie en palette";;"200 / 299  (époque romaine)";"E 9596";"Département des Antiquités égyptiennes";;"non exposé";
cl010001279;"étiquette de momie en palette";;"100 / 299  (époque romaine)";"E 9614";"Département des Antiquités égyptiennes";;"non exposé";
cl010001280;"étiquette de momie à 1 anse";;"100 / 299  (époque romaine)";"E 9615";"Département des Antiquités égyptiennes";;"non exposé";
cl010001281;"étiquette de momie rectangulaire";;"200 / 299  (époque romaine)";"E 9811";"Département des Antiquités égyptiennes";;"non exposé";
cl010001283;"étui à kohol";;"395 / 641  (époque byzantine)";"E 10673";"Département des Antiquités égyptiennes";;"non exposé";
cl010001287;"panneau décoratif";;"395 / 641  (époque byzantine)";"AF 4872 a; X 3346 a";"Département des Antiquités égyptiennes";;"non exposé";
cl010001288;"panneau décoratif";;"395 / 641  (époque byzantine)";"AF 4872 b; X 3346 b";"Département des Antiquités égyptiennes";;"non exposé";
cl010001289;"décor architectural";;"395 / 641  (époque byzantine)";"AF 9270";"Département des Antiquités égyptiennes";;"non exposé";
cl010001291;"papyrus documentaire";;"582 / 602  (Maurice Ier Tiberius)";"N 2343";"Département des Antiquités égyptiennes";;"non exposé";
cl010001292;"papyrus documentaire";;"610 / 641  (Héraclius Ier)";"N 2344; N 2344 A; N 2344 B";"Département des Antiquités égyptiennes";;"non exposé";
cl010001293;"papyrus documentaire";;-163;"N 2345";"Département des Antiquités égyptiennes";;"non exposé";
cl010001294;"papyrus documentaire";;-163;"N 2346";"Département des Antiquités égyptiennes";;"non exposé";
cl010001311;"peigne double";;"395 / 641  (époque byzantine)";"E 32857; D.21.5.16; 71.1921.5.16 D";"Département des Antiquités égyptiennes";;"non exposé";
cl010001312;"amphore ; pot de saqqieh";;"-30 / 395  (époque romaine)";"E 32870; D.21.5.41; 71.1921.5.41 D";"Département des Antiquités égyptiennes";;"non exposé";
cl010001313;"peigne à tisser";;"395 / 641  (époque byzantine)";"E 32871; 71.1921.5.43D; D.21.5.43";"Département des Antiquités égyptiennes";;"non exposé";
cl010001314;"marmite ; jarre";;"-332 / 641 (?)  (époque ptolémaïque [?] ; époque byzantine [?])";"E 30705";"Département des Antiquités égyptiennes";;"non exposé";
cl010001317;parchemin;;"395 / 641  (époque byzantine)";"E 10024; D.86.2.31; R 191";"Département des Antiquités égyptiennes";;"non exposé";
cl010001322;"papyrus documentaire";;"450 / 550  (époque byzantine)";"E 10285";"Département des Antiquités égyptiennes";;"non exposé";
cl010001323;tablette;;"395 / 641 (?)  (époque byzantine [?])";"TCL 6";"Département des Antiquités égyptiennes";;"non exposé";
cl010001324;"papyrus funéraire";;"-30 / 395  (époque romaine)";"E 3040; N 3176 H";"Département des Antiquités égyptiennes";;"non exposé";
cl010001327;"papyrus funéraire";;"-30 / 395  (époque romaine)";"N 3156; Salt n°53";"Département des Antiquités égyptiennes";;"non exposé";
cl010001328;"papyrus funéraire";;"117 / 138 (?)  (Hadrien [?])";"N 3289; Salt n°52";"Département des Antiquités égyptiennes";;"non exposé";
cl010001329;"papyrus funéraire";;"-30 / 395  (époque romaine)";"N 3290; Salt n°54";"Département des Antiquités égyptiennes";;"non exposé";
cl010001332;parchemin;;"395 / 641 (?)  (époque byzantine [?])";"E 7153 A";"Département des Antiquités égyptiennes";;"non exposé";
cl010001338;"couvercle de boîte";;"-30 / 641 (?)  (époque byzantine [?] ; époque romaine [?])";"E 21366 B; MG 3867";"Département des Antiquités égyptiennes";;"non exposé";
cl010001339;"frise ; décor architectural";;"395 / 641  (époque byzantine)";"AF 4791; X 3263";"Département des Antiquités égyptiennes";;"non exposé";
cl010001340;frise;;"395 / 641  (époque byzantine)";"AF 9269";"Département des Antiquités égyptiennes";;"non exposé";
cl010001341;navette;;"-30 / 641 (?)  (époque byzantine [?] ; époque romaine [?])";"E 11726";"Département des Antiquités égyptiennes";;"non exposé";
cl010001344;jouet;;"-30 / 641 (?)  (époque byzantine [?] ; époque romaine [?])";"AF 1186";"Département des Antiquités égyptiennes";;"non exposé";
cl010001346;"papyrus documentaire";;-156;"N 2365";"Département des Antiquités égyptiennes";;"non exposé";
cl010001347;"papyrus documentaire";;-153;"N 2366";"Département des Antiquités égyptiennes";;"non exposé";
cl010001348;"papyrus documentaire";;-152;"N 2367; Drovetti n°1 (21)";"Département des Antiquités égyptiennes";;"non exposé";
cl010001350;"papyrus documentaire";;"500 / 699  (époque byzantine)";"E 6600";"Département des Antiquités égyptiennes";;"non exposé";
cl010001352;"papyrus documentaire";;"395 / 641 (?)  (époque byzantine [?])";"E 6608";"Département des Antiquités égyptiennes";;"non exposé";
cl010001354;"papyrus documentaire";;"395 / 641 (?)  (époque byzantine [?])";"E 6614";"Département des Antiquités égyptiennes";;"non exposé";
cl010001355;papyrus;;"395 / 641 (?)  (époque byzantine [?])";"E 6614";"Département des Antiquités égyptiennes";;"non exposé";
cl010001356;"papyrus documentaire";;"600 / 699  (époque byzantine ; époque islamique)";"E 6614";"Département des Antiquités égyptiennes";;"non exposé";
cl010001357;papyrus;;"395 / 641 (?)  (époque byzantine [?])";"E 6616";"Département des Antiquités égyptiennes";;"non exposé";
cl010001358;papyrus;;;"E 6616";"Département des Antiquités égyptiennes";;"non exposé";
cl010001359;papyrus;;;"E 6616";"Département des Antiquités égyptiennes";;"non exposé";
cl010001360;"poutre ; décor architectural";;"395 / 641  (époque byzantine)";"E 12138; AF 4896; X 3370";"Département des Antiquités égyptiennes";;"non exposé";
cl010001361;"poutre ; décor architectural";;"395 / 641  (époque byzantine)";"E 12139; IFB-5-12 bis";"Département des Antiquités égyptiennes";;"non exposé";
cl010001363;"support de lampe";;"395 / 641  (époque byzantine)";"E 11916 7";"Département des Antiquités égyptiennes";;"non exposé";
cl010001364;candélabre;;"300 / 500 (?)  (époque byzantine [?] ; époque romaine [?])";"E 11916 2";"Département des Antiquités égyptiennes";;"non exposé";
cl010001365;candélabre;;"400 / 699  (époque byzantine)";"E 11792 a; X 5271";"Département des Antiquités égyptiennes";;"non exposé";
cl010001383;"papyrus documentaire";;"-162 (?)";"N 2348";"Département des Antiquités égyptiennes";;"non exposé";
cl010001392;"papyrus documentaire";;"587 / 617  (époque byzantine)";"E 7710";"Département des Antiquités égyptiennes";;"non exposé";
cl010001393;"boucle d'oreille";;"641 / 750  (Califat rashidun ; Omeyyades)";"E 27178";"Département des Antiquités égyptiennes";;"non exposé";
cl010001394;pendentif;;"395 / 641 (?)  (époque byzantine [?])";"E 13717";"Département des Antiquités égyptiennes";;"non exposé";
cl010001396;lampe;;"395 / 641 (?)  (époque byzantine [?])";"E 12391";"Département des Antiquités égyptiennes";;"non exposé";
cl010001402;clochette;;"395 / 641  (époque byzantine)";"E 14209; X 5231";"Département des Antiquités égyptiennes";;"non exposé";
cl010001403;"bracelet ; anneau";;"284 / 400  (Bas Empire ; époque byzantine)";"E 23648";"Département des Antiquités égyptiennes";;"non exposé";
cl010001404;"anneau ; bracelet";;"641 / 1952  (époque islamique)";"E 23649";"Département des Antiquités égyptiennes";;"non exposé";
cl010001405;"empreinte de sceau";;"969 / 1171  (Fatimides)";"E 23652";"Département des Antiquités égyptiennes";;"non exposé";
cl010001406;coupe;;"300 / 399  (Théodosiens ; Thraces)";"E 23654";"Département des Antiquités égyptiennes";;"non exposé";
cl010001407;"empreinte de sceau";;"969 / 1171  (Fatimides)";"E 23657";"Département des Antiquités égyptiennes";;"non exposé";
cl010001408;"empreinte de sceau";;"641 / 1952  (époque islamique)";"E 23658";"Département des Antiquités égyptiennes";;"non exposé";
cl010001410;"étui à calame";;"395 / 1952 (?)  (époque byzantine [?] ; époque islamique [?])";"E 24277";"Département des Antiquités égyptiennes";;"non exposé";
cl010001411;"anneau ; bracelet";;"641 / 1952  (époque islamique)";"E 23647";"Département des Antiquités égyptiennes";;"non exposé";
cl010001413;"boucle de ceinture";;"450 / 750  (Thraces ; Justiniens ; Héraclides ; Califat rashidun ; Omeyyades)";"AF 1136";"Département des Antiquités égyptiennes";;"non exposé";
cl010001414;"lampe delphiniforme";;"400 / 600  (époque byzantine)";"E 11916 12";"Département des Antiquités égyptiennes";;"non exposé";
cl010001415;"pendentif ; amulette";;"395 / 641  (époque byzantine)";"AF 10992";"Département des Antiquités égyptiennes";;"non exposé";
cl010001416;flacon;;"641 / 1952  (époque islamique)";"E 24095";"Département des Antiquités égyptiennes";;"non exposé";
cl010001417;flacon;;"641 / 1952  (époque islamique)";"E 24106";"Département des Antiquités égyptiennes";;"non exposé";
cl010001418;"lampe plastique";;"-30 / 641 (?)  (époque romaine [?] ; époque byzantine [?])";"E 11865; X 5248";"Département des Antiquités égyptiennes";;"non exposé";
cl010001419;"lampe à anse";;"395 / 518  (Théodosiens ; Thraces)";"E 11684 BIS; X 5246";"Département des Antiquités égyptiennes";;"non exposé";
cl010001422;"lampe à 2 becs ; lampe à réflecteur";;"395 / 641  (époque byzantine)";"E 14211; X 5281";"Département des Antiquités égyptiennes";;"non exposé";
cl010001423;lampe;;"395 / 641 (?)  (époque byzantine [?])";"E 11689; X 5256";"Département des Antiquités égyptiennes";;"non exposé";
cl010001424;"lampe delphiniforme";;"395 / 641  (époque byzantine)";"E 11916 1 b";"Département des Antiquités égyptiennes";;"non exposé";
cl010001428;figurine;;"395 / 641  (époque byzantine)";"E 24684";"Département des Antiquités égyptiennes";;"non exposé";
cl010001429;monnaie;;"395 / 641  (époque byzantine)";"E 32245";"Département des Antiquités égyptiennes";;"non exposé";
cl010001430;monnaie;;"395 / 641  (époque byzantine)";"E 32248";"Département des Antiquités égyptiennes";;"non exposé";
cl010001431;monnaie;;"395 / 641  (époque byzantine)";"E 32249";"Département des Antiquités égyptiennes";;"non exposé";
cl010001432;coupe;;"395 / 641  (époque byzantine)";"E 32515; IIT37d1";"Département des Antiquités égyptiennes";;"non exposé";
cl010001433;vase;;"395 / 641  (époque byzantine)";"E 32451; IT15s4";"Département des Antiquités égyptiennes";;"non exposé";
cl010001434;vase;;"395 / 641  (époque byzantine)";"E 32452; IT18s2";"Département des Antiquités égyptiennes";;"non exposé";
cl010001435;pelote;;"527 / 600  (époque islamique)";"E 12622";"Département des Antiquités égyptiennes";;"non exposé";
cl010001437;coupe;;"395 / 641  (époque byzantine)";"E 32516; IIT37d2";"Département des Antiquités égyptiennes";;"non exposé";
cl010001438;tunique;;"395 / 641  (époque byzantine)";"E 29219; Guimet 1147";"Département des Antiquités égyptiennes";;"non exposé";
cl010001439;pelote;;"540 / 624  (époque islamique)";"E 12621";"Département des Antiquités égyptiennes";;"non exposé";
cl010001441;"frise ; bloc de paroi ; relief mural";;"550 / 750  (époque byzantine ; début époque islamique)";"E 14748; X 4074";"Département des Antiquités égyptiennes";;"non exposé";
cl010001442;"bloc de frise";;"550 / 750  (époque byzantine ; début époque islamique)";"E 14751";"Département des Antiquités égyptiennes";;"non exposé";
cl010001443;plat;;"641 / 1952  (époque islamique)";"E 32835; D.21.5.38";"Département des Antiquités égyptiennes";;"non exposé";
cl010001444;plat;;"641 / 1952  (époque islamique)";"E 32836; D.21.5.40";"Département des Antiquités égyptiennes";;"non exposé";
cl010001448;"stèle funéraire";;"395 / 641  (époque byzantine)";"C 233; N 323; Salt n°3726 ?; MR 5701; LP 1813 ?";"Département des Antiquités égyptiennes";;"non exposé";
cl010001454;"papyrus documentaire";;"117 / 138 (?)  (Hadrien [?])";"N 2376 BIS; Salt n°107";"Département des Antiquités égyptiennes";;"non exposé";
cl010001455;"papyrus documentaire";;-158;"N 2378; N 2392";"Département des Antiquités égyptiennes";;"non exposé";
cl010001456;"papyrus documentaire";;-153;"N 2382";"Département des Antiquités égyptiennes";;"non exposé";
cl010001457;"papyrus documentaire";;-159;"N 2383";"Département des Antiquités égyptiennes";;"non exposé";
cl010001458;"papyrus documentaire";;-154;"N 2384";"Département des Antiquités égyptiennes";;"non exposé";
cl010001459;"papyrus documentaire";;-156;"N 2386; Drovetti n°1 (27)";"Département des Antiquités égyptiennes";;"non exposé";
cl010001464;papyrus;;"395 / 641 (?)  (époque byzantine [?])";"E 6869";"Département des Antiquités égyptiennes";;"non exposé";
cl010001476;"papyrus documentaire";;"395 / 641 (?)  (époque byzantine [?])";"E 7038";"Département des Antiquités égyptiennes";;"non exposé";
cl010001497;papyrus;;"395 / 641  (époque byzantine)";"E 6910";"Département des Antiquités égyptiennes";;"non exposé";
cl010001498;"papyrus documentaire";;"395 / 641 (?)  (époque byzantine [?])";"E 6910";"Département des Antiquités égyptiennes";;"non exposé";
cl010001499;"papyrus documentaire";;"500 / 699  (époque byzantine ; époque islamique)";"E 6910";"Département des Antiquités égyptiennes";;"non exposé";
cl010001500;"papyrus documentaire";;"500 / 599  (époque byzantine)";"E 6910";"Département des Antiquités égyptiennes";;"non exposé";
cl010001501;papyrus;;"395 / 641  (époque byzantine)";"E 6910";"Département des Antiquités égyptiennes";;"non exposé";
cl010001502;papyrus;;"395 / 641  (époque byzantine)";"E 6910";"Département des Antiquités égyptiennes";;"non exposé";
cl010001506;"papyrus documentaire";;"395 / 641 (?)  (époque byzantine [?])";"E 6920";"Département des Antiquités égyptiennes";;"non exposé";
cl010001514;"papyrus documentaire";;"-199 / -100  (époque ptolémaïque)";"N 2389; Salt n°108";"Département des Antiquités égyptiennes";;"non exposé";
cl010001515;"papyrus documentaire";;"-180 / -145 (?)  (Ptolémée VI Philométor)";"N 2390; Salt n°101";"Département des Antiquités égyptiennes";;"non exposé";
cl010001516;"papyrus documentaire";;-145;"N 2390 Bis; Salt n°291";"Département des Antiquités égyptiennes";;"non exposé";
cl010001517;"papyrus magique";;"300 / 399  (époque romaine)";"N 2391; LP 1690; Mimaut n°541";"Département des Antiquités égyptiennes";;"non exposé";
cl010001518;"papyrus documentaire";;"-332 / -30  (époque ptolémaïque)";"N 2325; N 2388";"Département des Antiquités égyptiennes";;"non exposé";
cl010001520;"papyrus documentaire";;-152;"N 2369; Drovetti n°1 (23)";"Département des Antiquités égyptiennes";;"non exposé";
cl010001521;"papyrus documentaire";;-152;"N 2370; Drovetti n°1 (24)";"Département des Antiquités égyptiennes";;"non exposé";
cl010001522;"papyrus documentaire";;-152;"N 2371; Drovetti n°1 (25)";"Département des Antiquités égyptiennes";;"non exposé";
cl010001523;"papyrus documentaire";;-160;"N 2372";"Département des Antiquités égyptiennes";;"non exposé";
cl010001524;"papyrus documentaire";;-159;"N 2374";"Département des Antiquités égyptiennes";;"non exposé";
cl010001525;papyrus;;;"E 7131 C";"Département des Antiquités égyptiennes";;"non exposé";
cl010001541;papyrus;;"395 / 641 (?)  (époque byzantine [?])";"E 7120";"Département des Antiquités égyptiennes";;"non exposé";
cl010001549;"papyrus documentaire";;"500 / 699  (époque byzantine ; époque islamique)";"E 7121";"Département des Antiquités égyptiennes";;"non exposé";
cl010001555;papyrus;;"395 / 641 (?)  (époque byzantine [?])";"E 7331";"Département des Antiquités égyptiennes";;"non exposé";
cl010001556;"papyrus littéraire ; Chant 13 de l'Iliade d'Homère";;"-99 / 99  (époque ptolémaïque ; époque romaine)";"N 2327; Salt n°109 ?; Drovetti n°2 ?";"Département des Antiquités égyptiennes";;"non exposé";
cl010001561;"papyrus documentaire";;"-30 / 395 (?)  (époque romaine [?])";"N 2393";"Département des Antiquités égyptiennes";;"non exposé";
cl010001562;papyrus;;;"N 2394";"Département des Antiquités égyptiennes";;"non exposé";
cl010001563;"papyrus documentaire";;"-30 / 395 (?)  (époque romaine [?])";"N 2397";"Département des Antiquités égyptiennes";;"non exposé";
cl010001564;"papyrus documentaire";;"222 / 235  (Sévère Alexandre)";"N 2411 BIS";"Département des Antiquités égyptiennes";;"non exposé";
cl010001565;papyrus;;;"E 6738 B";"Département des Antiquités égyptiennes";;"non exposé";
cl010001576;papyrus;;"395 / 641 (?)  (époque byzantine [?])";"E 7087";"Département des Antiquités égyptiennes";;"non exposé";
cl010001596;"papyrus littéraire ; papyrus documentaire";;"-199 / -150  (époque ptolémaïque)";"N 2326; N 2373";"Département des Antiquités égyptiennes";;"non exposé";
cl010001599;"papyrus documentaire";;"-161 / -157  (Ptolémée VI Philométor)";"N 2360";"Département des Antiquités égyptiennes";;"non exposé";
cl010001606;"papyrus littéraire ; Chant 6 de l'Iliade d'Homère";;"100 / 199  (Haut Empire)";"E 3338";"Département des Antiquités égyptiennes";;"non exposé";
cl010001607;"papyrus magique";;"0 / 99  (Haut Empire)";"N 3378";"Département des Antiquités égyptiennes";;"non exposé";
cl010001631;papyrus;;"395 / 641 (?)  (époque byzantine [?])";"E 6588";"Département des Antiquités égyptiennes";;"non exposé";
cl010001633;papyrus;;533;"E 6863 F; E 6846";"Département des Antiquités égyptiennes";;"non exposé";
cl010001650;"papyrus documentaire";;"500 / 599  (époque byzantine)";"E 6474";"Département des Antiquités égyptiennes";;"non exposé";
cl010001658;"papyrus documentaire";;"500 / 699  (époque byzantine ; époque islamique)";"E 6485";"Département des Antiquités égyptiennes";;"non exposé";
cl010001659;"papyrus documentaire";;;"E 6485";"Département des Antiquités égyptiennes";;"non exposé";
cl010001665;"papyrus documentaire";;"395 / 641 (?)  (époque byzantine [?])";"E 6498";"Département des Antiquités égyptiennes";;"non exposé";
cl010001687;"papyrus documentaire";;"395 / 641 (?)  (époque byzantine [?])";"E 6562 A";"Département des Antiquités égyptiennes";;"non exposé";
cl010001688;"papyrus documentaire";;"395 / 641 (?)  (époque byzantine [?])";"E 6562 B";"Département des Antiquités égyptiennes";;"non exposé";
cl010001696;parchemin;;"500 / 599  (époque byzantine)";"E 6609 D";"Département des Antiquités égyptiennes";;"non exposé";
cl010001697;parchemin;;"395 / 641  (époque byzantine)";"E 6609 E";"Département des Antiquités égyptiennes";;"non exposé";
cl010001722;papyrus;;"395 / 641 (?)  (époque byzantine [?])";"E 10234";"Département des Antiquités égyptiennes";;"non exposé";
cl010001733;"papyrus documentaire";;"395 / 641 (?)  (époque byzantine [?])";"E 6577";"Département des Antiquités égyptiennes";;"non exposé";
cl010001735;papyrus;;"395 / 641  (époque byzantine)";"E 6588";"Département des Antiquités égyptiennes";;"non exposé";
cl010001736;papyrus;;"500 / 699  (époque byzantine)";"E 6588";"Département des Antiquités égyptiennes";;"non exposé";
cl010001737;papyrus;;"395 / 641 (?)  (époque byzantine [?])";"E 6588";"Département des Antiquités égyptiennes";;"non exposé";
cl010001738;parchemin;;"395 / 641  (époque byzantine)";"E 6622 B";"Département des Antiquités égyptiennes";;"non exposé";
cl010001739;parchemin;;"395 / 641 (?)  (époque byzantine [?])";"E 6622 C";"Département des Antiquités égyptiennes";;"non exposé";
cl010001740;"papyrus documentaire";;"-2500 / -2350  (Ve dynastie)";"E 25416 A 5";"Département des Antiquités égyptiennes";;"non exposé";
cl010001741;"étiquette de jarre ; Etiquette de jarre de Den";;"-3100 / -2900  (Den)";"E 25268";"Département des Antiquités égyptiennes";;"Sully, [AE] Salle 634 - L'époque thinite, Galerie d'étude, Vitrine ge 2 ";
cl010001742;"papyrus documentaire ; Papyrus d'Abousir";;"-2500 / -2350  (Ve dynastie)";"E 25416 B";"Département des Antiquités égyptiennes";;"non exposé";
cl010001743;parchemin;;"395 / 641  (époque byzantine)";"E 6622 D";"Département des Antiquités égyptiennes";;"non exposé";
cl010001744;parchemin;;"600 / 699  (époque byzantine ; époque islamique)";"E 6609 A";"Département des Antiquités égyptiennes";;"non exposé";
cl010001745;parchemin;;"395 / 641 (?)  (époque byzantine [?])";"E 6609 B";"Département des Antiquités égyptiennes";;"non exposé";
cl010001746;parchemin;;"395 / 641 (?)  (époque byzantine [?])";"E 6609 C";"Département des Antiquités égyptiennes";;"non exposé";
cl010001747;"papyrus documentaire";;"395 / 641 (?)  (époque byzantine [?])";"E 6589 A";"Département des Antiquités égyptiennes";;"non exposé";
cl010001748;papyrus;;"395 / 641 (?)  (époque byzantine [?])";"E 6588";"Département des Antiquités égyptiennes";;"non exposé";
cl010001749;papyrus;;"395 / 641 (?)  (époque byzantine [?])";"E 6594";"Département des Antiquités égyptiennes";;"non exposé";
cl010001750;papyrus;;"395 / 641 (?)  (époque byzantine [?])";"E 6594";"Département des Antiquités égyptiennes";;"non exposé";
cl010001764;"étiquette de momie rectangulaire";;"100 / 299  (époque romaine)";"E 9956";"Département des Antiquités égyptiennes";;"non exposé";
cl010001765;"étiquette de momie en palette";;"100 / 299  (époque romaine)";"E 9623";"Département des Antiquités égyptiennes";;"non exposé";
cl010001766;"étiquette de momie rectangulaire";;"100 / 299  (époque romaine)";"E 9624";"Département des Antiquités égyptiennes";;"non exposé";
cl010001767;"étiquette de momie en palette";;"200 / 399  (époque romaine)";"E 9625";"Département des Antiquités égyptiennes";;"non exposé";
